Year,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Region,Continent,Origin,Associated Disaster,OFDA Response,Disaster Magnitude Value,Latitude,Longitude,Start Year,End Year,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",Country,Location
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2013,2013,12,,8140,,8140,,,Indonesia, Lampung province)
2013,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,6,4927,95907,2013,2013,1,15,500,,515,,,Indonesia,Nangroe Aceh Darussalam province
2013,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,5,51033,959709,2013,2013,1,3,2735,,2738,,,Indonesia,Nangroe Aceh Darussalam province
2013,Natural,Geophysical,Volcanic activity,Ash fall,IDN,South-Eastern Asia,Asia,,,Yes,,3.17,98392,2013,2013,,,29727,,29727,,,Indonesia,Karo district (Sumatera Utara province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Moonsonal rains,,Yes,1746,-617945,106.73,2013,2013,34,,248846,,248846,3000000,3489523,Indonesia,Dki Jakarta province
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia,Manggala
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Biringkanaya
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Panakkukang
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Tamalanrea areas (Kota Makassar district
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Sulawesi Selatan province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Pangkajene Kepulauan
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Maros
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Jeneponto
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Barru
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,67600,-0.86702,121.88,2013,2013,8,,1000,,1000,,,Indonesia, Gowa districts (Sulawesi Selatan province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia,Blora district (Jawa Tengah province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia, Bojonegoro
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia, Ngawi
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia, Tuban
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia, Lamongan
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,115000,,115000,,,Indonesia, Gresik districts (Jawa Timur province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,,,23640,,23640,,,Indonesia,Penejam Paser Utara district (Kalimantan Timur province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,,,23640,,23640,,,Indonesia, Sekadau district (Kalimantan Barat province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,,,23640,,23640,,,Indonesia, Bonebolango district (Gorontalo province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,,,23640,,23640,,,Indonesia, Naganraya district (Nangroe Aceh Darussalam province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia,Stabat
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia, Batang Serangan
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia, Secanggang
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia, Wampu
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia, Padang Tualang villages (Langkat district
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Torrential rain,,,31024,,99.68,2013,2013,,,16000,,16000,,,Indonesia, Sumatera Utara province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rainfall,,,22525,448013,97.29,2013,2013,,,22500,,22500,2000,2326,Indonesia,Kota Tebingtinggi district (Sumatera Utara province)
2013,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,21,3,,,3,,,Indonesia,Agam district (Sumatera Barat province)
2013,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2013,2013,21,3,,,3,,,Indonesia, Kerinci district (Jambi province)
2013,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rain,,,,,,2013,2013,13,,,,,,,Indonesia,Cililin village (Bandung district
2013,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rain,,,,,,2013,2013,13,,,,,,,Indonesia, Jawa Barat province)
2013,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,11,,189,,189,,,Indonesia,Near Java Island
2013,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,36,,,,,,,Indonesia,Java Island
2013,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,28,,10,,10,,,Indonesia,Gasberg mine (Papua province)
2013,Technological,Technological,Miscellaneous accident,Other,IDN,South-Eastern Asia,Asia,,,,,,,2013,2013,17,38,,,38,,,Indonesia,Nabire (Papua)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rainfall,,,,,,2013,2013,4,,84250,,84250,2000,2326,Indonesia,Bojonegoro
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rainfall,,,,,,2013,2013,4,,84250,,84250,2000,2326,Indonesia, Tuban
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rainfall,,,,,,2013,2013,4,,84250,,84250,2000,2326,Indonesia, Gresik
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rainfall,,,,,,2013,2013,4,,84250,,84250,2000,2326,Indonesia, Mojokerto districts (Jawa Timur province)
2013,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains enhanced by Tropical cyclone Rusty,,,,,,2013,2013,3,,13860,,13860,,,Indonesia,Belu district (Nusa Tenggara Timur)
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2014,2014,20,,128182,,128182,153000,175125,Indonesia,Sulawesi
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,"Slide (land, mud, snow, rock)",,,,,2014,2014,,,259100,1250,260350,173000,198017,Indonesia,Jawa Timur province
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2014,2014,11,,,4000,4000,2000,2289,Indonesia,Jawa Tengah
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2014,2014,11,,,4000,4000,2000,2289,Indonesia, Jawa Timur provinces
2014,Natural,Geophysical,Volcanic activity,Ash fall,IDN,South-Eastern Asia,Asia,,,,,3.17,98392,2014,2014,32,2,32000,,32002,83000,95002,Indonesia,Karo district (Sumatera Utara province)
2014,Natural,Geophysical,Volcanic activity,Ash fall,IDN,South-Eastern Asia,Asia,,,,,-7.93,112308,2014,2014,7,70,83088,,83158,103000,117894,Indonesia,Nusatenggara Barat province
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,35769,-66324,107.71,2014,2014,32,,20000,,20000,600000,686764,Indonesia,Tangerang district (Banten province)
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,35769,-66324,107.71,2014,2014,32,,20000,,20000,600000,686764,Indonesia, Dki Jakarta province
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2014,2014,13,,275,,275,,,Indonesia,Abepura area (Kota Jayapura district
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2014,2014,13,,275,,275,,,Indonesia, Papua province)
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia,Nangroe Aceh Darussalam
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Bengkulu
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Jambi
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Lampung
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Sumatera Barat
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Sumatera Utara
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Riau
2014,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,1,,10420,,10420,,,Indonesia, Sumatera Selatan provinces
2014,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2014,2014,19,,,,,,,Indonesia,Jombang district (Jawa Timur province)
2014,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rains,,,,,,2014,2014,108,,1900,2000,3900,,,Indonesia,Sampang village (Jemblung area
2014,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rains,,,,,,2014,2014,108,,1900,2000,3900,,,Indonesia, Banjarnegara district
2014,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rains,,,,,,2014,2014,108,,1900,2000,3900,,,Indonesia, Jawa Tengah province)
2014,Technological,Technological,Transport accident,Air,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,162,,,,,,,Indonesia,Indian Ocean; Java sea
2014,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,19,,,,,,,Indonesia,Sumatra Island
2014,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,17,,53,,53,,,Indonesia,Kapuas river (Kalimantan occidental
2014,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,17,,53,,53,,,Indonesia, Borneo Island)
2014,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,21,,,,,,,Indonesia,Near Sula Island (Maluku-North)
2014,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,43,,,,,,,Indonesia,Near Bali
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,15,3,,,3,,,Indonesia,Samarinda
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,15,3,,,3,,,Indonesia, Kalimantan province 
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,18,,,,,,,Indonesia,Borneo
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,13,2,,,2,,,Indonesia,illegal gold mine
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,13,2,,,2,,,Indonesia, Dageuwo village
2014,Technological,Technological,Industrial accident,Collapse,IDN,South-Eastern Asia,Asia,,,,,,,2014,2014,13,2,,,2,,,Indonesia, Papua province
2015,Natural,Climatological,Drought,Drought,IDN,South-Eastern Asia,Asia,,Cold wave,,,,,2015,2015,11,,,,,,,Indonesia,Puncakjaya district (Papua province)
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,Broken Dam/Burst bank,,7002,-655868,108.4,2015,2015,,,8000,,8000,,,Indonesia,Indramayu district (Jawa Berat province)
2015,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,7,-0.621,131262,2015,2015,,62,12185,,12247,,,Indonesia,Sorong district (Papua Barat province)
2015,Natural,Hydrological,Flood,Flash flood,IDN,South-Eastern Asia,Asia,Torrential rains,,,,,,2015,2015,1,,8244,15,8259,,,Indonesia,Pesisir Selatan district (Sumatera Barat province)
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,,,300,,300,,,Indonesia,Gorontalo province
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Heavy rain,,,,,,2015,2015,2,,25000,,25000,,,Indonesia,Nusatenggara Barat
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia,Dki Jakarta
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia, Jawa Barat
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia, Jawa Timur
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia, Jawa Tengah
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia, Bali
2015,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,6,,,,,235000,268664,Indonesia, Nusatenggara Barat
2015,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rains,,,,,,2015,2015,13,,,,,,,Indonesia,Banten
2015,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,20,,,105,105,,,Indonesia,Lebong Tandai
2015,Natural,Hydrological,Landslide,Rockfall,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2015,2015,12,,,55,55,,,Indonesia,Cimerak hamlet 
2015,Natural,Climatological,Wildfire,Forest fire,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,19,,409664,,409664,1000000,1143250,Indonesia,Kalimantan Barat
2015,Technological,Technological,Transport accident,Air,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,142,,,,,,,Indonesia,Medan
2015,Technological,Technological,Transport accident,Air,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,54,,,,,,,Indonesia,Oksibil
2015,Technological,Technological,Transport accident,Road,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,16,,,,,,,Indonesia,Jakarta
2015,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,14,,,,,,,Indonesia,Borneo Island
2015,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2015,2015,78,37,,,37,,,Indonesia,Siwa (Sulawesi)
2015,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2015,2015,,,25750,,25750,,,Indonesia,Aceh Jaya District (Nanggroe Aceh Darussalam Province)
2016,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,2016,2016,5,,24000,,24000,,,Indonesia,Jawa Berat province
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,235819,-246543,103.35,2016,2016,8,,80313,,80313,2000,2258,Indonesia,Jawa Berat province
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,2016,2016,6,,12500,,12500,,,Indonesia,Sarolangun district
2016,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Torrential rains,Flood,,,,,2016,2016,62,,,,,25000,28225,Indonesia,Surakata
2016,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,6,-3863,127229,2016,2016,,8,360,,368,,,Indonesia,Maluku
2016,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,6,-3863,127229,2016,2016,,8,360,,368,,,Indonesia, Maluku Utara provinces
2016,Natural,Hydrological,Landslide,Landslide,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2016,2016,15,,,,,,,Indonesia,Sibolangit 
2016,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2016,2016,12,,1,,1,,,Indonesia,Papua
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Heavy monsoonal rains,,,,,,2016,2016,,,30000,,30000,,,Indonesia,Garut (West Java Province)
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Torrential rains,"Slide (land, mud, snow, rock)",,32276,-7042,108238,2016,2016,53,,,8920,8920,22000,24838,Indonesia,Garut
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Torrential rains,"Slide (land, mud, snow, rock)",,32276,-7042,108238,2016,2016,53,,,8920,8920,22000,24838,Indonesia, Sumedang districts (Jawa Barat)
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Heavy rain,"Slide (land, mud, snow, rock)",,11225,0.649,123245,2016,2016,2,,4500,,4500,,,Indonesia,Gorontalo province (North Sulawesi region)
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,,"Slide (land, mud, snow, rock)",,,,,2016,2016,10,,105000,,105000,10000,11290,Indonesia,Sumatra
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Torrential rain,"Slide (land, mud, snow, rock)",,,,,2016,2016,,,105753,,105753,74000,83546,Indonesia,West Nusa Tenggara province
2016,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,6,-8218,117816,2016,2016,,,3410,,3410,,,Indonesia,Dompu district (Nusatenggara Barat Province)
2016,Natural,Geophysical,Earthquake,Ground movement,IDN,South-Eastern Asia,Asia,,,,7,5281,96108,2016,2016,104,857,85161,,86018,100000,112901,Indonesia,Nangroe Aceh Darussalam province
2016,Natural,Hydrological,Flood,Riverine flood,IDN,South-Eastern Asia,Asia,,,,,,,2016,2016,5,,19669,,19669,,,Indonesia,Jawa Berat province
2016,Technological,Technological,Transport accident,Air,IDN,South-Eastern Asia,Asia,,,,,,,2016,2016,13,,,,,,,Indonesia,Wamena region
2016,Technological,Technological,Transport accident,Water,IDN,South-Eastern Asia,Asia,,,,,,,2016,2016,60,,,,,,,Indonesia,Between Malaysia and Batam Island
2016,Technological,Technological,Industrial accident,Other,IDN,South-Eastern Asia,Asia,,,,,,,2016,2016,11,,,,,,,Indonesia,Suamatra (Jambi)
2016,Natural,Hydrological,Flood,,IDN,South-Eastern Asia,Asia,Heavy rains,,,,,,2016,2016,,,1354,,1354,,,Indonesia,North Konawe regency - Southeast Sulawesi
2017,Natural,Meteorological,Storm,Tropical cyclone,IDN,South-Eastern Asia,Asia,,"Slide (land, mud, snow, rock)",,65,,,2017,2017,11,35,,2000,2035,,,Indonesia,Sidomulyo Village in Ngadirojo Sub-district
